##Expense
"Odometer (km)","Date","Total cost","Type of expense","Local expense","Reason","Notes"
"7150","2019-04-24 17:00:40","1290.2","Accessory","PG PRIME TRIUMPH - PB","Maintenance","Cavalete central para facilitar lubrificação da corrente."

